Tipo de suministro:;Código Postal:;Consumo anual de electricidad:;Permanencia:;Comercializadora;Oferta;Importe Anual 1er año;Importe Anual 2º año;Validez;Servicios adicionales incluidos;Penalización;Verde;URL Oferta
Electricidad;45000;3.000 kWh;No;"Tarifa Compromiso Luz
777,12 €
777,12 €
Válida sólo para consumidores domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"A TU AIRE PROGRAMA TU AHORRO + DIGITAL
823,47 €
842,83 €
Válida para nuevos clientes que cumplen ciertos requisitos (ver detalle de la oferta)
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"A TU AIRE SIEMPRE + DIGITAL
830,18 €
847,21 €
Válida para nuevos clientes que cumplen ciertos requisitos (ver detalle de la oferta)
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"ONE Luz
840,43 €
892,15 €
Oferta válida solo para nuevos clientes
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Movilidad eficiente HOGARES
868,26 €
868,26 €
Válida para nuevos clientes que cumplen ciertos requisitos (ver detalle de la oferta)
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"REPSOL TARIFA A LARGO PLAZO + desc. hasta 9 cént./l en carburante
875,30 €
875,30 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"FLEXA3
897,43 €
897,43 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Digital Luz
904,08 €
940,38 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Digital Noche Luz
905,16 €
860,24 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"PLAN NOCHE Y FINDES + PRECIO SIN SUBIDAS 3 AÑOS. SIN PERMANENCIA
906,16 €
906,16 €
Válida sólo para consumidores domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"FIX
910,97 €
910,97 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"ENERGIA NUFRI 1 solo precio 24h (2 años)
917,98 €
917,98 €
Oferta válida solo para nuevos clientes
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"PLAN SIN HORAS + PRECIO SIN SUBIDAS 3 AÑOS. SIN PERMANENCIA
919,88 €
919,88 €
Válida sólo para consumidores domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tranquilidad HOGARES
919,95 €
919,95 €
Válida para nuevos clientes que cumplen ciertos requisitos (ver detalle de la oferta)
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tarifa Inteligente
943,57 €
943,57 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Ahorro solar HOGARES
947,37 €
947,37 €
Válida para nuevos clientes que cumplen ciertos requisitos (ver detalle de la oferta)
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Noche Luz
960,29 €
1.002,42 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"ONE 3 Periodos
960,80 €
960,80 €
Válido para clientes domésticos, pequeños negocios y comunidades de propietarios.
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Por Uso Luz
962,25 €
1.004,38 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"ONE Luz
973,25 €
973,25 €
Válida sólo para consumidores domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"CHC de Confianza Flexible
1.004,24 €
1.044,44 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Transparencia Confianza
1.041,25 €
1.041,25 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"REPSOL PLAN NEGOCIOS + Descuento hasta 9 cént./l en carburante
1.043,76 €
1.043,76 €
Válida sólo para consumidores no domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"REPSOL TARIFA ONLINE + desc. hasta 9 cént./l en carburante
1.043,76 €
1.043,76 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Goiener 2.0TD Trimestral
1.079,47 €
1.079,47 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"LC-T-2.0TD Trimestral
1.087,87 €
1.087,87 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tarifa Megara 2.0TD
1.093,34 €
1.093,34 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Nosa Enerxía 2.0TD
1.095,66 €
1.095,66 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tempo 3 Periodos
1.110,80 €
1.110,80 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"TARIFAS HOGAR Y PYMES
1.132,06 €
1.132,06 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tarifa luz Horas
1.147,77 €
1.147,77 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"2.0TD
1.152,51 €
1.152,51 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Som Energia 2.0TD
1.255,35 €
1.255,35 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Tarifa luz Fácil
1.286,67 €
1.286,67 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"TF2.0TD
1.388,75 €
1.388,75 €
Válida sólo para consumidores domésticos
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"UN PRECIO CLÁSICO
1.399,21 €
1.399,21 €
Oferta válida solo para nuevos clientes
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"2.0 TD
1.399,59 €
1.399,59 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"TRES PRECIOS CLÁSICO
1.403,45 €
1.403,45 €
Oferta válida solo para nuevos clientes
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Luz Clásica
1.720,66 €
1.720,66 €
Válida para cualquier consumidor
Ninguno
No";
Electricidad;45000;3.000 kWh;No;"Luz Óptima
1.862,98 €
1.862,98 €
Válida para cualquier consumidor
Ninguno
No";
